filename,transcript
data\train\speaker8\16.wav,el ché dirigió la insurrección sin el apoyo del partido
data\train\speaker8\17.wav,el alto perú también era parte del virreinato de la plata
data\train\speaker8\18.wav,el caciquismo se refiere a la excesiva influencia de los caciques
data\train\speaker8\19.wav,el emperador carlos v le otorgó el título de marqués del valle
data\train\speaker8\20.wav,el f s l n estableció tres frentes de guerra
data\train\speaker8\21.wav,el frente amplio opositor surgió en julio de mil novecientos setenta y ocho
data\train\speaker8\22.wav,el frente sandinista de liberación nacional tuvo sus orígenes en mil novecientos sesenta y uno
data\train\speaker8\23.wav,el general mariano arista se replegó hacia matamoros
data\train\speaker8\24.wav,el m diecinueve creció de un movimiento político emulando a las fuerzas armadas revolucionarias de colombia
data\train\speaker8\25.wav,el mayor shelton y su equipo desarrollaron un programa de adiestramiento de diecinueve semanas
data\train\speaker8\26.wav,el nuevo mundo se transformó con el impacto de las viejas instituciones españolas
data\train\speaker8\27.wav,el paraguay fue la primera en rechazar al gobierno central de la plata
data\train\speaker8\28.wav,el partido comunista boliviano no apoya la idea de un foco guerrillero boliviano
data\train\speaker8\29.wav,el perú intervino en el conflicto en carácter de mediador amistoso
data\train\speaker8\30.wav,el perú se negó a ello declarando oficialmente la existencia del tratado secreto
data\train\speaker8\31.wav,el plan económico de la presidenta chamorro afectó los intereses de sus simpatizantes de la clase obrera
data\train\speaker8\32.wav,el presidente madero sin detenerse para analizar lo bueno del plan se preparó a combatirlo
data\train\speaker8\33.wav,el virreinato de la plata fue uno de los cinco cabildos que se proclamaron independientes
data\train\speaker8\34.wav,el general toral se negó pero mostró cierto interés en futuras negociaciones
data\train\speaker8\35.wav,en américa caciquismo es equivalente a tiranía
data\train\speaker8\36.wav,en américa caciquismo es sinónimo de tiranía
data\train\speaker8\37.wav,en francia conoció a elisa alicia lynch y la hizo su amante trayéndola consigo a paraguay
data\train\speaker8\38.wav,en méxico el combate al narcotráfico está bajo responsabilidad de la procuraduría general de la república
data\train\speaker8\39.wav,en noviembre de ese año allende invitó a fidel castro a visitar chile para evaluar el progreso socialista
data\train\speaker8\40.wav,en puebla fue derrotado y fusilado don nicolás bravo
data\train\speaker8\41.wav,en mayo de mil novecientos dos los estados unidos reconocieron la independencia de cuba
data\train\speaker8\42.wav,en noviembre de mil novecientos ochenticinco vuelve a reaparecer el m diecinueve tomando por sorpresa el palacio de justicia de bogotá
data\train\speaker8\43.wav,estados unidos jugó un papel importante en la revolución nicaragüense
data\train\speaker8\44.wav,eventualmente iturbide vio la posibilidad de lograr el poder para sí mismo y se unió con guerrero
data\train\speaker8\45.wav,fidel castro salió en libertad después de haber cumplido un año y medio de su condena
data\train\speaker8\46.wav,finalmente cuauhtemoc fue hecho prisionero por cristóbal de olid y llevado ante cortés
data\train\speaker8\47.wav,fue nombrado capitán general de esta última provincia
data\train\speaker8\48.wav,fundó santiago la ciudad que lleva su nombre y luchó contra los aguerridos araucanos
data\train\speaker8\49.wav,george dewey estaba preparándose con órdenes de destruir la flota española
data\train\speaker8\50.wav,guadalupe victoria fue nombrado entonces como primer presidente de méxico
data\train\speaker8\100.wav,también almagro y sus hombres participaron en el botín con los soldados de pizarro
data\train\speaker8\101.wav,toda conquista imperialista deja un saldo negativo en el pueblo sometido
data\train\speaker8\102.wav,la milicia clero y otros estaban en manos de los españoles peninsulares
data\train\speaker8\103.wav,esta lección tiene por objeto que el estudiante se inicie en las lecturas militares
data\train\speaker8\104.wav,el origen del hombre americano hubo de plantearse hace algún tiempo
data\train\speaker8\105.wav,eran genuinos esos hombres del mismo continente americano
data\train\speaker8\106.wav,florentino ameghino defendió la hipótesis de la autoctonía del hombre americano
data\train\speaker8\107.wav,basándose en hallazgos de cráneos humanos efectuados en la patagonia
data\train\speaker8\108.wav,ameghino llegó a sostener la existencia del hombre de las pampas
data\train\speaker8\109.wav,la hipótesis de ameghino fue refutada con toda energía
data\train\speaker8\110.wav,paul rivet se pronunció de acuerdo con hrdlicka
data\train\speaker8\111.wav,la emigración de ser cierta tiene que haber ocurrido en una época relativamente remota
data\train\speaker8\112.wav,también es lógico admitir que la emigración se producía no de una sola vez sino sucesivamente
data\train\speaker8\113.wav,las principales culturas aborígenes fueron algunas
data\train\speaker8\114.wav,las culturas dejaron manifestaciones de adelanto
data\train\speaker8\115.wav,los mayas desarrollaron más ampliamente sus elementos culturales en yucatán
data\train\speaker8\116.wav,los nahuas los toltecas y los aztecas estuvieron esparcidos en la porción continental de méxico
data\train\speaker8\117.wav,los zapotecas y los mixtecos se establecieron al centro y al oeste de oaxaca y guerrero
data\train\speaker8\118.wav,sus ruinas más conocidas son las de mitla y monte alban
data\train\speaker8\119.wav,los tarascos habitaron principalmente los grandes valles y el bellísimo lago de patzcuaro
data\train\speaker8\120.wav,los chibchas sobresalieron en la orfebrería
data\train\speaker8\121.wav,los quechuas y los incas crearon una alta cultura en el perú y en bolivia
data\train\speaker8\122.wav,sus ruinas más notables son las del cuzco en el perú
data\train\speaker8\123.wav,por lo que corresponde las tribus indias vivían principalmente en la costa oriental
data\train\speaker8\124.wav,no eran adeptos a un tipo de guerra organizada y disciplinada
data\train\speaker8\125.wav,carecían generalmente de organización política
data\train\speaker8\126.wav,luchaban en partidas pequeñas cada una de ellas actuando aisladamente
data\train\speaker8\127.wav,una partida estaba siempre en movimiento y empleaba repetidamente la emboscada o la incursión
data\train\speaker8\128.wav,formaban tribus sub tribus y bandas casi independientes
data\train\speaker8\129.wav,muchas tribus indígenas les buscaron como aliados contra sus rivales tradicionales
data\train\speaker8\130.wav,estas culturas también utilizaron grupos integrados en la misma forma que en norteamérica
data\train\speaker8\131.wav,usando objetos elaborados para el ataque y la defensa combatieron entre sí para lograr la supremacía
data\train\speaker8\132.wav,en las primeras piezas arqueológicas conocidas se aprecian indicios de actividad guerrera
data\train\speaker8\133.wav,se afirma que las grandes cabezas de la cultura olmeca muestran características militares
data\train\speaker8\134.wav,los aztecas desarrollaron una gran actividad guerrera
data\train\speaker8\135.wav,formaron un ejército con organización y disciplina
data\train\speaker8\136.wav,el adiestramiento militar de los aztecas comenzaba a los quince años
data\train\speaker8\137.wav,realizaban ejercicios para el combate hasta convertirse en tepochtli
data\train\speaker8\138.wav,después podían ascender por méritos en combate
data\train\speaker8\139.wav,el guerrero azteca que se graduaba en el calmecac ocupaba un lugar jerárquico
data\train\speaker8\140.wav,por ejemplo caballero serpiente al que tomaba cuatro prisioneros
data\train\speaker8\141.wav,caballero águila al que tomaba cinco prisioneros
data\train\speaker8\142.wav,caballero león al que tomaba seis prisioneros
data\train\speaker8\143.wav,de aquí ascendían a jerarquías superiores como tlacatecutli
data\train\speaker8\144.wav,la aparición del hombre en américa fue el resultado de la lucha por la supervivencia
data\train\speaker8\145.wav,se manifestó por la aparición paulatina de pueblos y culturas que vinieron del viejo continente
data\train\speaker8\146.wav,sorprendieron a europeos y españoles cuando descubrieron el nuevo mundo
data\train\speaker8\147.wav,estas manifestaciones quedaron como muestra de su esplendor y desarrollo alcanzado
data\train\speaker8\148.wav,objetivo que el cadete recuerde una etapa de la historia que marcó la expansión
data\train\speaker8\149.wav,tribus nómadas procedentes del asia nororiental se asentaron en diversos lugares
data\train\speaker8\150.wav,otras siguieron hacia el sur del continente conducidas por jefes
data\train\speaker8\151.wav,ejercían su autoridad sobre grupos de familias o clanes
data\train\speaker8\152.wav,la conquista de méxico fue uno de los hechos más audaces de la historia
data\train\speaker8\153.wav,los españoles fueron encabezados por hernán cortés
data\train\speaker8\154.wav,llegó a las costas de méxico
data\train\speaker8\155.wav,hernán cortés fue uno de los conquistadores más destacados
data\train\speaker8\156.wav,fue un incansable y audaz militar que motivó con su liderazgo a sus soldados
data\train\speaker8\157.wav,el emperador carlos v le otorgó el título de marqués del valle
data\train\speaker8\158.wav,en mil quinientos cuarenta y uno regresó a españa donde falleció en mil quinientos cuarentisiete cuando pensaba volver a méxico
data\train\speaker8\159.wav,no es posible hablar de la conquista de méxico sin recordar bernal díaz el castillo
data\train\speaker8\160.wav,su verdadera historia de la conquista de la nueva españa es un libro clásico
data\train\speaker8\161.wav,se caracteriza su autor por su honradez objetividad espíritu de justicia e imparcialidad
data\train\speaker8\162.wav,el libro publicado por primera vez en madrid en mil seiscientos treintidós ha sido traducido a varios idiomas
data\train\speaker8\163.wav,bernal díaz del castillo murió en guatemala en mil ochocientos cincuenticuatro
data\train\speaker8\164.wav,la organización militar de los aztecas mantenía dentro de un sencillo orden cierta flexibilidad
data\train\speaker8\165.wav,cada calpulli o barrio con los hombres más capacitados formaba una unidad
data\train\speaker8\166.wav,las alianzas entre los barrios hacía posible que se organizaran
data\train\speaker8\167.wav,los aztecas iban a la guerra por razones económicas religiosas o de expansión territorial
data\train\speaker8\168.wav,para hacer la guerra era necesario hacer una declaración de guerra
data\train\speaker8\169.wav,en una ceremonia se pintaba de blanco al líder azteca para el combate
data\train\speaker8\170.wav,el ejército mexica formaba tres líneas
data\train\speaker8\171.wav,la primera línea era de honderos y flecheros que constituían la infantería ligera
data\train\speaker8\172.wav,ellos lanzaban sus proyectiles
data\train\speaker8\173.wav,y se hacían a un lado para permitir el ataque de la segunda línea de guerreros
data\train\speaker8\174.wav,la segunda línea era el bloque principal que atacaba frontalmente al enemigo
data\train\speaker8\175.wav,sus armas eran la lanza la macana y el mazo
data\train\speaker8\176.wav,la tercera línea era la reserva
data\train\speaker8\177.wav,la milicia española zarpó con once embarcaciones
data\train\speaker8\178.wav,complementaban tales efectivos doscientos indios y negros que hacían las funciones de obreros y cazadores
data\train\speaker8\179.wav,entre el siete y ocho de noviembre de mil quinientos diecinueve entró cortés a la metrópoli mexicana en orden de guerra
data\train\speaker8\180.wav,la caballería en la descubierta las capitanías de ballesteros y arcabuceros a la vanguardia
data\train\speaker8\181.wav,llevaban las banderas desplegadas y marchaban tocando los tambores
data\train\speaker8\182.wav,los mexicas recriminaron a cortés por meter en su ciudad a un número tan considerable de sus enemigos
data\train\speaker8\183.wav,cortés les contestó que no los llevaba como guerreros sino como tamemes
data\train\speaker8\184.wav,dos días después de haberse embarcado la fuerza española arribó a la isla de cozumel
data\train\speaker8\185.wav,después pasaron a la península de yucatán y continuaron a lo largo del litoral
data\train\speaker8\186.wav,el trece de marzo de mil trescientos diecinueve desembarcaron
data\train\speaker8\187.wav,los indios del lugar llenos de curiosidad fueron al lugar donde acampaba cortés
data\train\speaker8\188.wav,este en represalia destacó doscientos hombres por el camino que conducía al poblado
